wallsMaterial;totalArea;floorNumber;floorsTotal;kitchenArea;latitude;longitude;price
panel;45.2;3;4;1968;43.224269;76.874795;232 301
panel;61.9;3;5;1976;43.199419;76.872567;274 637
panel;84;1;5;1989;43.228611;76.889186;288 096
panel;44.5;3;5;1975;43.196139;76.88623;298 877
panel;33;1;5;1979;43.248623;76.861131;287 879
panel;58.4;4;5;1984;43.238247;76.828316;248 288
panel;39.9;8;9;1988;43.23204;76.839931;288 221
panel;67;4;5;1981;43.249161;76.856379;201 493
panel;45.2;2;5;1974;43.261256;76.920995;307 531
panel;44650;1;5;1978;43.215426;76.901403;323 433
panel;55.9;3;5;1974;43.180515;76.84877;384 616
panel;61.4;1;4;1970;43.228026;76.925837;252 443
panel;43.1;4;5;1986;43.204597;76.837209;324 826
panel;51.5;3;5;1987;43.226772;76.842383;310 680
panel;46.7;3;4;1967;43.216556;76.861015;241 971
panel;43.3;4;5;1977;43.210334;76.903469;183 206
panel;45.6;3;4;1968;43.231882;76.844216;276 316
panel;58.5;4;4;1972;43.227534;76.919666;316 240
panel;56.3;9;9;1984;43.239514;76.838377;246 892
panel;92.9;6;9;1990;43.222541;76.83791;333 693
panel;56.3;9;9;1984;43.239514;76.838377;246 892
panel;31.4;2;4;1975;43.218724;76.864042;296 179
panel;43.1;2;5;1974;43.219578;76.874525;264 502
panel;45.1;5;5;1974;43.229846;76.857008;232 816
panel;70.8;6;8;1975;43.227343;76.925873;336 399
panel;42.9;5;5;1980;43.208941;76.900379;300 700
panel;31.4;3;4;1971;43.23158;76.843461;302 548
panel;59.4;4;5;1983;43.226424;76.800423;249 159
panel;51.1;2;5;1990;43.235363;76.823959;264 188
panel;51.1;2;5;1990;43.235363;76.823959;264 188
panel;33.5;4;4;1968;43.233419;76.867572;292 538
panel;43.3;1;5;1989;43.228526;76.888207;272 518
panel;74.6;2;9;1986;43.254421;76.902184;335 121
panel;61.7;2;4;1972;43.255051;76.909712;226 905
panel;75.9;2;5;1997;43.231541;76.837928;262 188
panel;52.3;3;5;1988;43.302832;76.926511;267 687
panel;69.4;3;5;1993;43.211142;76.844252;296 830
panel;45.3;4;4;1969;43.220124;76.861715;238 411
panel;44651;5;5;1972;43.267164;76.951789;345 048
panel;41.4;3;9;1994;43.220406;76.847621;289 856
panel;69.7;5;8;1975;43.263324;76.943561;286 945
panel;55.7;4;5;1977;43.246653;76.890749;296 230
